dataset,model,cap,seed,method,arm,warmup,cepochs,lr,lr_c,ce_skip,n_pool,n_true,K,count_raw,count_raw_myargmax,argmax_mismatch,count_adj,sat,ccF1eq,ccF1raw,AP,macroEq,path
dermmnist,MobileNetV3,L50_G50,1,hounie_rcl,hounie_rcl,1,29,0.0001,5e-06,,2003,223,112,147,147,0,111,0,0.4491017964071856,0.4648648648648649,0.5432105794103793,0.3705056670046706,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_1
dermmnist,MobileNetV3,L50_G50,2,hounie_rcl,hounie_rcl,1,29,0.0001,5e-06,,2003,223,112,142,142,0,111,0,0.4550898203592814,0.4821917808219178,0.5516735419208363,0.3849372192615969,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_2
dermmnist,MobileNetV3,L50_G50,3,hounie_rcl,hounie_rcl,1,29,0.0001,5e-06,,2003,223,112,126,126,0,111,0,0.43113772455089816,0.41833810888252154,0.5163201087274673,0.36155341178223804,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_3
dermmnist,MobileNetV3,L50_G50,4,hounie_rcl,hounie_rcl,1,29,0.0001,5e-06,,2003,223,112,146,146,0,111,0,0.47305389221556887,0.46612466124661245,0.5608211311755842,0.39216965273916404,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_4
dermmnist,MobileNetV3,L50_G50,1,tralo,tralo,1,29,0.0001,5e-06,True,2003,223,112,143,143,0,111,0,0.4550898203592814,0.4918032786885246,0.5788164986398014,0.4385498116166723,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_1
dermmnist,MobileNetV3,L50_G50,2,tralo,tralo,1,29,0.0001,5e-06,True,2003,223,112,138,138,0,111,0,0.46706586826347307,0.46537396121883656,0.5520523186718962,0.3829526885709034,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_2
dermmnist,MobileNetV3,L50_G50,3,tralo,tralo,1,29,0.0001,5e-06,True,2003,223,112,126,126,0,111,0,0.43113772455089816,0.41833810888252154,0.5163201087274673,0.36155341178223804,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_3
dermmnist,MobileNetV3,L50_G50,4,tralo,tralo,1,29,0.0001,5e-06,True,2003,223,112,138,138,0,111,0,0.47305389221556887,0.47091412742382266,0.5609166120489654,0.3921830134663356,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_4
octmnist,MobileNetV3,L50_G50,1,danits_lp,danits_lp,30,0,0.0001,5e-06,,1000,250,125,113,113,0,106,0,0.5599999999999999,0.5399449035812672,0.757937944263642,0.740510254501105,results/headroom/headroom_b30/lane1/MobileNetV3/octmnist/L50_G50/danits_lp/seed_1
octmnist,MobileNetV3,L50_G50,2,danits_lp,danits_lp,30,0,0.0001,5e-06,,1000,250,125,191,191,0,125,0,0.592,0.6938775510204082,0.8107897747355529,0.7730720213580266,results/headroom/headroom_b30/lane1/MobileNetV3/octmnist/L50_G50/danits_lp/seed_2
octmnist,MobileNetV3,L50_G50,3,danits_lp,danits_lp,30,0,0.0001,5e-06,,1000,250,125,188,188,0,125,0,0.608,0.7123287671232877,0.8261503261034737,0.7744618742888356,results/headroom/headroom_b30/lane1/MobileNetV3/octmnist/L50_G50/danits_lp/seed_3
octmnist,MobileNetV3,L50_G50,4,danits_lp,danits_lp,30,0,0.0001,5e-06,,1000,250,125,149,149,0,125,0,0.5226666666666667,0.5614035087719298,0.7263109716916754,0.7318012512635788,results/headroom/headroom_b30/lane1/MobileNetV3/octmnist/L50_G50/danits_lp/seed_4
octmnist,MobileNetV3,L50_G50,1,fioretto_ldf,fioretto_ldf,1,29,0.0001,5e-06,,1000,250,125,163,163,0,125,0,0.5813333333333333,0.648910411622276,0.772756265514638,0.7711889493426696,results/headroom/headroom_b30/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_1
octmnist,MobileNetV3,L50_G50,2,fioretto_ldf,fioretto_ldf,1,29,0.0001,5e-06,,1000,250,125,154,154,0,125,0,0.6026666666666667,0.6336633663366337,0.8079371745247843,0.7828051056244696,results/headroom/headroom_b30/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_2
octmnist,MobileNetV3,L50_G50,3,fioretto_ldf,fioretto_ldf,1,29,0.0001,5e-06,,1000,250,125,128,128,0,125,0,0.39466666666666667,0.3492063492063492,0.557241638618116,0.5371969439876547,results/headroom/headroom_b30/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_3
octmnist,MobileNetV3,L50_G50,4,fioretto_ldf,fioretto_ldf,1,29,0.0001,5e-06,,1000,250,125,144,144,0,125,0,0.288,0.2944162436548224,0.43397799894505246,0.4892222244067912,results/headroom/headroom_b30/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_4
