campaign,dataset,cap,model,seed,method,sweep,arm,warmup,cepochs,lr,lr_c,ce_skip,K,count_raw,count_adj,sat,AP,ccF1adj,ccF1eq,macroAdj,macroEq,path
results/pending_runs/warmup1_probe,dermmnist,L50_G50,RegNetY400MF,2,tralo,,,1,300,0.0001,5e-06,True,112,106,111,0,0.5949840610254337,0.5089820359281437,0.5089820359281437,0.6589835123078451,0.658730971977061,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L50_G50/w1/tralo/seed_2
results/pending_runs/warmup1_probe,dermmnist,L50_G50,RegNetY400MF,1,danits_lp,,,1,300,0.0001,5e-06,,112,194,111,0,0.5057186883340847,0.40718562874251496,0.41317365269461076,0.3792906907474311,0.3843800255500156,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L50_G50/w1/danits_lp/seed_1
results/pending_runs/warmup1_probe,dermmnist,L50_G50,RegNetY400MF,2,danits_lp,,,1,300,0.0001,5e-06,,112,146,103,0,0.4268894164839495,0.3496932515337423,0.3652694610778443,0.3325584025581786,0.33328607732059456,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L50_G50/w1/danits_lp/seed_2
results/pending_runs/warmup1_probe,dermmnist,L50_G50,RegNetY400MF,1,fioretto_ldf,,,1,300,0.0001,5e-06,,112,95,111,0,0.5973611513381102,0.5029940119760479,0.5029940119760479,0.6718892263509814,0.6718892263509814,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L50_G50/w1/fioretto_ldf/seed_1
results/pending_runs/warmup1_probe,dermmnist,L50_G50,RegNetY400MF,2,fioretto_ldf,,,1,300,0.0001,5e-06,,112,93,111,0,0.6064624990334162,0.49101796407185627,0.49101796407185627,0.6633640350785008,0.6633640350785008,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L50_G50/w1/fioretto_ldf/seed_2
results/pending_runs/warmup1_probe,dermmnist,L50_G50,RegNetY400MF,1,tralo_bounded,,,1,300,0.0001,5e-06,True,112,104,111,0,0.6038578598829863,0.47904191616766467,0.48502994011976047,0.6699798325661831,0.671106101495978,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L50_G50/w1/tralo_bounded/seed_1
results/pending_runs/warmup1_probe,dermmnist,L50_G50,RegNetY400MF,2,tralo_bounded,,,1,300,0.0001,5e-06,True,112,92,111,0,0.6084407445113169,0.5029940119760479,0.5029940119760479,0.6648115258500228,0.6648115258500228,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L50_G50/w1/tralo_bounded/seed_2
results/pending_runs/warmup1_probe,dermmnist,L50_G50,RegNetY400MF,1,heuristic,,,1,300,0.0001,5e-06,,112,194,111,0,0.5057186883340847,0.41317365269461076,0.41317365269461076,0.3843800255500156,0.3843800255500156,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L50_G50/w1/heuristic/seed_1
results/pending_runs/warmup1_probe,dermmnist,L50_G50,RegNetY400MF,2,heuristic,,,1,300,0.0001,5e-06,,112,146,111,0,0.4268894164839495,0.3652694610778443,0.3652694610778443,0.33328607732059456,0.33328607732059456,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L50_G50/w1/heuristic/seed_2
results/pending_runs/warmup1_probe,tissuemnist,L30_G30,RegNetY400MF,1,hounie_rcl,,,1,300,0.0001,5e-06,,51,35,51,0,0.28620999249426077,0.23423423423423423,0.23423423423423423,0.3750089602927133,0.3750089602927133,results/pending_runs/warmup1_probe/RegNetY400MF/tissuemnist/L30_G30/w1/hounie_rcl/seed_1
results/pending_runs/warmup1_probe,tissuemnist,L30_G30,RegNetY400MF,2,hounie_rcl,,,1,300,0.0001,5e-06,,51,24,51,0,0.2785823001421542,0.21621621621621623,0.21621621621621623,0.36758100042774816,0.36758100042774816,results/pending_runs/warmup1_probe/RegNetY400MF/tissuemnist/L30_G30/w1/hounie_rcl/seed_2
results/pending_runs/warmup1_probe,tissuemnist,L30_G30,RegNetY400MF,1,tralo,,,1,300,0.0001,5e-06,True,51,42,51,0,0.30003454051922496,0.24324324324324326,0.24324324324324326,0.3750489519648633,0.3750489519648633,results/pending_runs/warmup1_probe/RegNetY400MF/tissuemnist/L30_G30/w1/tralo/seed_1
results/pending_runs/warmup1_probe,tissuemnist,L30_G30,RegNetY400MF,2,tralo,,,1,300,0.0001,5e-06,True,51,41,51,0,0.29593806479259765,0.2072072072072072,0.2072072072072072,0.35944867791921553,0.35944867791921553,results/pending_runs/warmup1_probe/RegNetY400MF/tissuemnist/L30_G30/w1/tralo/seed_2
results/pending_runs/warmup1_probe,tissuemnist,L30_G30,RegNetY400MF,1,danits_lp,,,1,300,0.0001,5e-06,,51,148,51,0,0.3571642194745896,0.1891891891891892,0.23423423423423423,0.33385685677967264,0.338623371107752,results/pending_runs/warmup1_probe/RegNetY400MF/tissuemnist/L30_G30/w1/danits_lp/seed_1
results/pending_runs/warmup1_probe,tissuemnist,L30_G30,RegNetY400MF,2,danits_lp,,,1,300,0.0001,5e-06,,51,211,51,0,0.31491446561368336,0.2072072072072072,0.2072072072072072,0.30698368501665435,0.3050100694721672,results/pending_runs/warmup1_probe/RegNetY400MF/tissuemnist/L30_G30/w1/danits_lp/seed_2
results/pending_runs/warmup1_probe,tissuemnist,L30_G30,RegNetY400MF,1,fioretto_ldf,,,1,300,0.0001,5e-06,,51,36,51,0,0.2497062310873476,0.2072072072072072,0.2072072072072072,0.37350791343831496,0.37350791343831496,results/pending_runs/warmup1_probe/RegNetY400MF/tissuemnist/L30_G30/w1/fioretto_ldf/seed_1
results/pending_runs/warmup1_probe,tissuemnist,L30_G30,RegNetY400MF,2,fioretto_ldf,,,1,300,0.0001,5e-06,,51,40,51,0,0.279555660146579,0.2072072072072072,0.2072072072072072,0.37816821576044357,0.37816821576044357,results/pending_runs/warmup1_probe/RegNetY400MF/tissuemnist/L30_G30/w1/fioretto_ldf/seed_2
