ds,model,cls,grp,tight,L,G,method,seed,f1m,f1w,acc,ece,brier,flips,sat,sat_epoch,phase
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,heuristic,3,0.7225,0.8194,0.8447,0.0908,0.2199,163.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,heuristic,4,0.6877,0.8113,0.8347,0.1012,0.2354,166.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,hounie_rcl,1,0.6862,0.797,0.8253,0.1511,0.3288,15.0,1.0,65.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,hounie_rcl,2,0.7053,0.8058,0.8318,0.1496,0.3166,21.0,1.0,65.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,hounie_rcl,3,0.7125,0.81,0.8367,0.1398,0.2986,17.0,1.0,54.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,hounie_rcl,4,0.6993,0.7863,0.8183,0.1692,0.3556,20.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,tralo,1,0.6903,0.7979,0.8263,0.1453,0.3112,1.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,tralo,2,0.7056,0.8,0.8293,0.1487,0.3129,1.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,tralo,3,0.7166,0.8077,0.8352,0.1387,0.2964,13.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,tralo,4,0.7162,0.8064,0.8342,0.1422,0.3099,3.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,tralo_bounded,1,0.6897,0.7976,0.8258,0.1469,0.317,7.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,tralo_bounded,2,0.7134,0.805,0.8323,0.1485,0.3116,14.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,tralo_bounded,3,0.7127,0.8078,0.8352,0.1365,0.291,10.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,tralo_bounded,4,0.7047,0.795,0.8253,0.1588,0.337,17.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,danits_lp,1,0.7142,0.8081,0.8347,0.1047,0.2319,151.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,danits_lp,2,0.6876,0.8087,0.8328,0.108,0.2387,154.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,danits_lp,3,0.7225,0.8194,0.8447,0.0908,0.2199,163.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,danits_lp,4,0.6877,0.8113,0.8347,0.1012,0.2354,166.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,fioretto_ldf,1,0.6863,0.7932,0.8223,0.1491,0.3194,4.0,1.0,21.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,fioretto_ldf,2,0.7091,0.8029,0.8318,0.1483,0.3151,11.0,1.0,21.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,fioretto_ldf,3,0.7192,0.8112,0.8392,0.1392,0.3011,16.0,1.0,20.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,fioretto_ldf,4,0.6971,0.7857,0.8178,0.1672,0.351,18.0,1.0,21.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,heuristic,1,0.7142,0.8081,0.8347,0.1047,0.2319,151.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,heuristic,2,0.6876,0.8087,0.8328,0.108,0.2387,154.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,heuristic,3,0.7225,0.8194,0.8447,0.0908,0.2199,163.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,heuristic,4,0.6877,0.8113,0.8347,0.1012,0.2354,166.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,hounie_rcl,1,0.687,0.7981,0.8263,0.1497,0.3289,15.0,1.0,68.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,hounie_rcl,2,0.7032,0.805,0.8308,0.1508,0.3174,21.0,1.0,68.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,hounie_rcl,3,0.7104,0.8103,0.8367,0.1391,0.2977,17.0,1.0,56.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,hounie_rcl,4,0.6983,0.7858,0.8178,0.1693,0.3567,20.0,1.0,73.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,tralo,1,0.6907,0.7969,0.8253,0.1461,0.311,1.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,tralo,2,0.7067,0.8009,0.8298,0.147,0.3109,0.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,tralo,3,0.719,0.8132,0.8397,0.1348,0.2899,0.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,tralo,4,0.6976,0.8017,0.8298,0.1462,0.3083,1.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,tralo_bounded,1,0.6898,0.7982,0.8263,0.1473,0.3149,9.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,tralo_bounded,2,0.7154,0.8062,0.8333,0.1479,0.3114,14.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,tralo_bounded,3,0.7177,0.8072,0.8347,0.1423,0.2986,19.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G70,20,70,tralo_bounded,4,0.7075,0.7941,0.8243,0.1599,0.3377,17.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,danits_lp,1,0.7142,0.8081,0.8347,0.1047,0.2319,151.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,danits_lp,2,0.6876,0.8087,0.8328,0.108,0.2387,154.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,danits_lp,3,0.7225,0.8194,0.8447,0.0908,0.2199,163.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,danits_lp,4,0.6877,0.8113,0.8347,0.1012,0.2354,166.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,fioretto_ldf,1,0.6876,0.7945,0.8238,0.1506,0.3201,4.0,1.0,21.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,fioretto_ldf,2,0.7077,0.8018,0.8308,0.1495,0.3157,11.0,1.0,20.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,fioretto_ldf,3,0.7182,0.8101,0.8382,0.1409,0.3017,17.0,1.0,20.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,fioretto_ldf,4,0.6971,0.7857,0.8178,0.1671,0.3507,18.0,1.0,21.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,heuristic,1,0.7142,0.8081,0.8347,0.1047,0.2319,151.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,heuristic,2,0.6876,0.8087,0.8328,0.108,0.2387,154.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,heuristic,3,0.7225,0.8194,0.8447,0.0908,0.2199,163.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,heuristic,4,0.6877,0.8113,0.8347,0.1012,0.2354,166.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,hounie_rcl,1,0.687,0.7981,0.8263,0.151,0.3281,15.0,1.0,68.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,hounie_rcl,2,0.7068,0.8065,0.8323,0.1493,0.3169,21.0,1.0,68.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,hounie_rcl,3,0.7095,0.8094,0.8357,0.1399,0.297,16.0,1.0,56.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,hounie_rcl,4,0.6981,0.7858,0.8178,0.1694,0.3571,20.0,1.0,73.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,tralo,1,0.696,0.8,0.8283,0.1443,0.3096,1.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,tralo,2,0.7069,0.8009,0.8298,0.147,0.3109,0.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,tralo,3,0.7195,0.8149,0.8412,0.1363,0.2914,0.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,tralo,4,0.7006,0.8035,0.8313,0.144,0.3073,0.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,tralo_bounded,1,0.6932,0.8015,0.8293,0.1454,0.3139,9.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,tralo_bounded,2,0.7148,0.8062,0.8333,0.1477,0.311,14.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,tralo_bounded,3,0.7134,0.8083,0.8352,0.1426,0.2976,19.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G80,20,80,tralo_bounded,4,0.7082,0.796,0.8258,0.1581,0.3333,17.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,danits_lp,1,0.7147,0.8081,0.8347,0.1047,0.2319,151.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,danits_lp,2,0.6884,0.81,0.8337,0.108,0.2387,154.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,danits_lp,3,0.7231,0.8194,0.8447,0.0908,0.2199,163.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,danits_lp,4,0.6866,0.81,0.8337,0.1012,0.2354,166.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,fioretto_ldf,1,0.6934,0.7982,0.8263,0.1444,0.3092,0.0,1.0,20.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,fioretto_ldf,2,0.7063,0.802,0.8313,0.1415,0.3039,0.0,1.0,20.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,fioretto_ldf,3,0.7193,0.8076,0.8382,0.1342,0.2911,0.0,1.0,19.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,fioretto_ldf,4,0.7153,0.8001,0.8303,0.1446,0.313,0.0,1.0,18.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,heuristic,1,0.7147,0.8081,0.8347,0.1047,0.2319,151.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,heuristic,2,0.6884,0.81,0.8337,0.108,0.2387,154.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,heuristic,3,0.7231,0.8194,0.8447,0.0908,0.2199,163.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,heuristic,4,0.6866,0.81,0.8337,0.1012,0.2354,166.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,hounie_rcl,1,0.6833,0.7938,0.8243,0.1454,0.3154,0.0,1.0,59.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,hounie_rcl,2,0.7104,0.8006,0.8308,0.1446,0.3078,0.0,1.0,60.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,hounie_rcl,3,0.7027,0.8017,0.8333,0.1363,0.2939,0.0,1.0,52.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,hounie_rcl,4,0.7136,0.7945,0.8268,0.15,0.3214,0.0,1.0,55.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,tralo,1,0.6895,0.7978,0.8263,0.146,0.315,0.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,tralo,2,0.6961,0.802,0.8303,0.1448,0.3045,0.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,tralo,3,0.7141,0.8092,0.8362,0.1385,0.2923,0.0,1.0,69.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,tralo,4,0.7088,0.8002,0.8293,0.1488,0.3159,0.0,1.0,68.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,tralo_bounded,1,0.6944,0.8013,0.8298,0.1437,0.3065,0.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,tralo_bounded,2,0.7091,0.7987,0.8293,0.1439,0.3047,0.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,tralo_bounded,3,0.7092,0.8068,0.8357,0.1342,0.2903,0.0,1.0,69.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G20,30,20,tralo_bounded,4,0.711,0.7977,0.8283,0.1473,0.3132,0.0,1.0,68.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,danits_lp,1,0.7335,0.8244,0.8437,0.1047,0.2319,129.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,danits_lp,2,0.7098,0.8275,0.8437,0.108,0.2387,132.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,danits_lp,3,0.74,0.8351,0.8532,0.0908,0.2199,141.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,danits_lp,4,0.7064,0.8277,0.8437,0.1012,0.2354,144.0,0.0,,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,fioretto_ldf,1,0.7152,0.8187,0.8392,0.1348,0.291,12.0,1.0,17.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,fioretto_ldf,2,0.7285,0.8189,0.8392,0.1351,0.2862,11.0,0.0,,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,fioretto_ldf,3,0.7374,0.8284,0.8487,0.1236,0.2749,9.0,0.0,,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,fioretto_ldf,4,0.7409,0.8244,0.8452,0.1341,0.29,12.0,1.0,16.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,heuristic,1,0.7335,0.8244,0.8437,0.1047,0.2319,129.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,heuristic,2,0.7096,0.8275,0.8437,0.108,0.2387,132.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,heuristic,3,0.74,0.8351,0.8532,0.0908,0.2199,141.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,heuristic,4,0.7064,0.8277,0.8437,0.1012,0.2354,144.0,0.0,,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,hounie_rcl,1,0.7205,0.8221,0.8422,0.1307,0.2852,9.0,1.0,49.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,hounie_rcl,2,0.7369,0.8244,0.8432,0.1413,0.3027,31.0,1.0,59.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,hounie_rcl,3,0.7325,0.8263,0.8462,0.1276,0.2805,18.0,1.0,46.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,hounie_rcl,4,0.7321,0.8197,0.8412,0.139,0.3003,15.0,1.0,49.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,tralo,1,0.7217,0.8254,0.8447,0.1265,0.274,0.0,1.0,67.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,tralo,2,0.7372,0.8227,0.8422,0.1381,0.2955,21.0,1.0,70.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,tralo,3,0.7333,0.8255,0.8457,0.1277,0.2775,10.0,1.0,67.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,tralo,4,0.7281,0.8238,0.8442,0.1312,0.2799,1.0,1.0,65.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,tralo_bounded,1,0.7205,0.8222,0.8422,0.1295,0.2813,4.0,1.0,67.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,tralo_bounded,2,0.7405,0.8263,0.8452,0.1343,0.2861,14.0,0.0,,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,tralo_bounded,3,0.7417,0.8298,0.8492,0.1245,0.2682,9.0,0.0,,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G30,30,30,tralo_bounded,4,0.736,0.8247,0.8452,0.1338,0.2839,5.0,1.0,65.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,danits_lp,1,0.7335,0.8244,0.8437,0.1047,0.2319,129.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,danits_lp,2,0.7098,0.8275,0.8437,0.108,0.2387,132.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,danits_lp,3,0.74,0.8351,0.8532,0.0908,0.2199,141.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,danits_lp,4,0.7064,0.8277,0.8437,0.1012,0.2354,144.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,fioretto_ldf,1,0.7152,0.8187,0.8392,0.134,0.2915,11.0,1.0,17.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,fioretto_ldf,2,0.7286,0.8188,0.8392,0.1348,0.2866,11.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,fioretto_ldf,3,0.7362,0.8279,0.8482,0.124,0.275,9.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,fioretto_ldf,4,0.7409,0.8244,0.8452,0.134,0.2902,12.0,1.0,16.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,heuristic,1,0.7335,0.8244,0.8437,0.1047,0.2319,129.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,heuristic,2,0.7096,0.8275,0.8437,0.108,0.2387,132.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,heuristic,3,0.74,0.8351,0.8532,0.0908,0.2199,141.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,heuristic,4,0.7064,0.8277,0.8437,0.1012,0.2354,144.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,hounie_rcl,1,0.7203,0.8222,0.8422,0.1305,0.2853,10.0,1.0,52.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,hounie_rcl,2,0.7403,0.8265,0.8452,0.1402,0.3012,28.0,1.0,62.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,hounie_rcl,3,0.7351,0.8268,0.8467,0.1272,0.2796,18.0,1.0,48.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,hounie_rcl,4,0.7372,0.8227,0.8437,0.1376,0.299,15.0,1.0,52.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,tralo,1,0.7269,0.8261,0.8457,0.1273,0.2752,0.0,1.0,67.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,tralo,2,0.738,0.8232,0.8427,0.1383,0.297,21.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,tralo,3,0.7427,0.8318,0.8517,0.1252,0.2698,2.0,1.0,67.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,tralo,4,0.731,0.8268,0.8472,0.13,0.2783,0.0,1.0,65.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,tralo_bounded,1,0.7199,0.821,0.8412,0.1329,0.2875,10.0,1.0,67.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,tralo_bounded,2,0.7394,0.825,0.8442,0.1336,0.2864,13.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,tralo_bounded,3,0.744,0.8304,0.8497,0.1247,0.2685,9.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G50,30,50,tralo_bounded,4,0.7376,0.8243,0.8447,0.1341,0.2856,10.0,1.0,65.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,danits_lp,1,0.7335,0.8244,0.8437,0.1047,0.2319,129.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,danits_lp,2,0.7098,0.8275,0.8437,0.108,0.2387,132.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,danits_lp,3,0.74,0.8351,0.8532,0.0908,0.2199,141.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,danits_lp,4,0.7064,0.8277,0.8437,0.1012,0.2354,144.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,fioretto_ldf,1,0.7118,0.8176,0.8382,0.1354,0.2924,11.0,1.0,17.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,fioretto_ldf,2,0.723,0.8189,0.8397,0.1343,0.2877,11.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,fioretto_ldf,3,0.7382,0.8295,0.8497,0.122,0.2752,6.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,fioretto_ldf,4,0.7418,0.8247,0.8457,0.1337,0.2904,11.0,1.0,16.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,heuristic,1,0.7335,0.8244,0.8437,0.1047,0.2319,129.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,heuristic,2,0.7096,0.8275,0.8437,0.108,0.2387,132.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,heuristic,3,0.74,0.8351,0.8532,0.0908,0.2199,141.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,heuristic,4,0.7064,0.8277,0.8437,0.1012,0.2354,144.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,hounie_rcl,1,0.7195,0.8218,0.8417,0.1308,0.2824,8.0,1.0,54.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,hounie_rcl,2,0.7327,0.826,0.8447,0.1368,0.2982,27.0,1.0,64.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,hounie_rcl,3,0.7339,0.8272,0.8472,0.1272,0.2799,18.0,1.0,51.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,hounie_rcl,4,0.7372,0.8223,0.8432,0.1369,0.2958,13.0,1.0,54.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,tralo,1,0.719,0.8247,0.8442,0.1258,0.2759,3.0,1.0,67.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,tralo,2,0.7405,0.8255,0.8447,0.1353,0.2932,18.0,1.0,69.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,tralo,3,0.7408,0.8295,0.8497,0.126,0.2706,1.0,1.0,67.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,tralo,4,0.7288,0.826,0.8462,0.1302,0.2782,0.0,1.0,66.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,tralo_bounded,1,0.7196,0.8217,0.8417,0.1319,0.2859,10.0,1.0,67.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,tralo_bounded,2,0.7403,0.8261,0.8452,0.1313,0.2842,12.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,tralo_bounded,3,0.744,0.8309,0.8502,0.124,0.2687,8.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G70,30,70,tralo_bounded,4,0.7249,0.8233,0.8437,0.1303,0.2803,6.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G80,30,80,danits_lp,1,0.7335,0.8244,0.8437,0.1047,0.2319,129.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L30_G80,30,80,danits_lp,2,0.7098,0.8275,0.8437,0.108,0.2387,132.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L30_G80,30,80,danits_lp,3,0.74,0.8351,0.8532,0.0908,0.2199,141.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L30_G80,30,80,danits_lp,4,0.7064,0.8277,0.8437,0.1012,0.2354,144.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G80,30,80,fioretto_ldf,1,0.7125,0.8175,0.8382,0.1363,0.2931,12.0,1.0,17.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G80,30,80,fioretto_ldf,2,0.7221,0.8178,0.8387,0.1349,0.2881,12.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L30_G80,30,80,fioretto_ldf,3,0.7381,0.8299,0.8502,0.1227,0.2754,6.0,0.0,,paperv2_phase2
