model,scenario,constraint_pair,local_pct,global_pct,class,class_name,precision,recall,f1,n_pred,limit,n_true,f1_macro,accuracy
ResNet18,single_AKIEC,L80_G80,0.8,0.8,0,AKIEC,0.75,0.6,0.6666666666666665,52,52,65,0.7304307956982329,0.8552171742386421
MobileNetV3,single_AKIEC,L80_G80,0.8,0.8,0,AKIEC,0.7884615384615384,0.6307692307692307,0.7008547008547009,52,52,65,0.7316192663004453,0.853719420868697
EfficientNetB0,single_AKIEC,L80_G80,0.8,0.8,0,AKIEC,0.7307692307692307,0.5846153846153846,0.6495726495726495,52,52,65,0.7570906089610653,0.872191712431353
ConvNeXtTiny,single_AKIEC,L80_G80,0.8,0.8,0,AKIEC,0.7884615384615384,0.6307692307692307,0.7008547008547009,52,52,65,0.7906458039536238,0.8821767348976535
ResNet18,single_AKIEC,L50_G30,0.5,0.3,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,20,65,0.6905332303204739,0.8487269096355466
MobileNetV3,single_AKIEC,L50_G30,0.5,0.3,0,AKIEC,1.0,0.3076923076923077,0.47058823529411764,20,20,65,0.6931059003109582,0.8467299051422865
EfficientNetB0,single_AKIEC,L50_G30,0.5,0.3,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,20,65,0.7226725988453268,0.8666999500748876
ConvNeXtTiny,single_AKIEC,L50_G30,0.5,0.3,0,AKIEC,1.0,0.3076923076923077,0.47058823529411764,20,20,65,0.7376682293639051,0.8746879680479281
ResNet18,single_AKIEC,L80_G30,0.8,0.3,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,20,65,0.6905332303204739,0.8487269096355466
MobileNetV3,single_AKIEC,L80_G30,0.8,0.3,0,AKIEC,1.0,0.3076923076923077,0.47058823529411764,20,20,65,0.6931059003109582,0.8467299051422865
EfficientNetB0,single_AKIEC,L80_G30,0.8,0.3,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,20,65,0.7226725988453268,0.8666999500748876
ConvNeXtTiny,single_AKIEC,L80_G30,0.8,0.3,0,AKIEC,1.0,0.3076923076923077,0.47058823529411764,20,20,65,0.7376682293639051,0.8746879680479281
ResNet18,single_AKIEC,L80_G50,0.8,0.5,0,AKIEC,0.875,0.4307692307692308,0.5773195876288659,32,32,65,0.713630062598889,0.8522216674987518
MobileNetV3,single_AKIEC,L80_G50,0.8,0.5,0,AKIEC,0.875,0.4307692307692308,0.5773195876288659,32,32,65,0.7114028087278192,0.8492261607588617
EfficientNetB0,single_AKIEC,L80_G50,0.8,0.5,0,AKIEC,0.875,0.4307692307692308,0.5773195876288659,32,32,65,0.7468496470453824,0.8701947079380928
ConvNeXtTiny,single_AKIEC,L80_G50,0.8,0.5,0,AKIEC,0.875,0.4307692307692308,0.5773195876288659,32,32,65,0.7605409320231619,0.8776834747878183
ResNet18,single_AKIEC,L30_G80,0.3,0.8,0,AKIEC,0.9,0.27692307692307694,0.42352941176470593,20,52,65,0.6874792762786112,0.8482276585122317
MobileNetV3,single_AKIEC,L30_G80,0.3,0.8,0,AKIEC,0.9,0.27692307692307694,0.42352941176470593,20,52,65,0.6850800794643351,0.8447329006490265
EfficientNetB0,single_AKIEC,L30_G80,0.3,0.8,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,52,65,0.7229701648809258,0.8666999500748876
ConvNeXtTiny,single_AKIEC,L30_G80,0.3,0.8,0,AKIEC,0.85,0.26153846153846155,0.4,20,52,65,0.7279404291842008,0.872690963554668
ResNet18,single_AKIEC,L30_G50,0.3,0.5,0,AKIEC,0.9,0.27692307692307694,0.42352941176470593,20,32,65,0.6874792762786112,0.8482276585122317
MobileNetV3,single_AKIEC,L30_G50,0.3,0.5,0,AKIEC,0.9,0.27692307692307694,0.42352941176470593,20,32,65,0.6850800794643351,0.8447329006490265
EfficientNetB0,single_AKIEC,L30_G50,0.3,0.5,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,32,65,0.7229701648809258,0.8666999500748876
ConvNeXtTiny,single_AKIEC,L30_G50,0.3,0.5,0,AKIEC,0.85,0.26153846153846155,0.4,20,32,65,0.7279404291842008,0.872690963554668
ResNet18,single_BCC,L20_G20,0.2,0.2,1,BCC,1.0,0.20388349514563106,0.33870967741935487,21,21,103,0.6582869898582865,0.835746380429356
MobileNetV3,single_BCC,L20_G20,0.2,0.2,1,BCC,1.0,0.20388349514563106,0.33870967741935487,21,21,103,0.6373766148221589,0.8322516225661508
EfficientNetB0,single_BCC,L20_G20,0.2,0.2,1,BCC,1.0,0.20388349514563106,0.33870967741935487,21,21,103,0.6749981136796173,0.8477284073889166
ConvNeXtTiny,single_BCC,L20_G20,0.2,0.2,1,BCC,1.0,0.20388349514563106,0.33870967741935487,21,21,103,0.6991139307026762,0.8602096854717923
ResNet18,single_BCC,L30_G30,0.3,0.3,1,BCC,0.9666666666666667,0.2815533980582524,0.43609022556390975,30,31,103,0.6751719319907918,0.8392411382925612
MobileNetV3,single_BCC,L30_G30,0.3,0.3,1,BCC,0.9666666666666667,0.2815533980582524,0.43609022556390975,30,31,103,0.6581155095074976,0.836245631552671
EfficientNetB0,single_BCC,L30_G30,0.3,0.3,1,BCC,1.0,0.2912621359223301,0.4511278195488722,30,31,103,0.6968478071605464,0.8522216674987518
ConvNeXtTiny,single_BCC,L30_G30,0.3,0.3,1,BCC,1.0,0.2912621359223301,0.4511278195488722,30,31,103,0.7223935340461166,0.8647029455816275
ResNet18,single_BCC,L50_G50,0.5,0.5,1,BCC,0.9230769230769231,0.46601941747572817,0.6193548387096774,52,52,103,0.7115304913218506,0.8482276585122317
MobileNetV3,single_BCC,L50_G50,0.5,0.5,1,BCC,0.9423076923076923,0.47572815533980584,0.6322580645161291,52,52,103,0.6926168379822107,0.8452321517723415
EfficientNetB0,single_BCC,L50_G50,0.5,0.5,1,BCC,1.0,0.5048543689320388,0.6709677419354839,52,52,103,0.7414102824871217,0.8632051922116825
ConvNeXtTiny,single_BCC,L50_G50,0.5,0.5,1,BCC,0.9807692307692307,0.49514563106796117,0.6580645161290323,52,52,103,0.7640300521863411,0.8746879680479281
ResNet18,single_BCC,L80_G80,0.8,0.8,1,BCC,0.8902439024390244,0.7087378640776699,0.7891891891891892,82,82,103,0.7443755889892045,0.8587119321018473
MobileNetV3,single_BCC,L80_G80,0.8,0.8,1,BCC,0.8658536585365854,0.6893203883495146,0.7675675675675676,82,82,103,0.725907732530202,0.854218671992012
EfficientNetB0,single_BCC,L80_G80,0.8,0.8,1,BCC,0.9146341463414634,0.7281553398058253,0.8108108108108109,82,82,103,0.7655171402569177,0.872690963554668
ConvNeXtTiny,single_BCC,L80_G80,0.8,0.8,1,BCC,0.8902439024390244,0.7087378640776699,0.7891891891891892,82,82,103,0.7975525184331406,0.8826759860209685
ResNet18,single_BCC,L50_G30,0.5,0.3,1,BCC,1.0,0.30097087378640774,0.4626865671641791,31,31,103,0.6816698946617236,0.8407388916625063
MobileNetV3,single_BCC,L50_G30,0.5,0.3,1,BCC,0.967741935483871,0.2912621359223301,0.44776119402985076,31,31,103,0.6568389803447099,0.836744882675986
EfficientNetB0,single_BCC,L50_G30,0.5,0.3,1,BCC,1.0,0.30097087378640774,0.4626865671641791,31,31,103,0.6974311114844477,0.8527209186220669
ConvNeXtTiny,single_BCC,L50_G30,0.5,0.3,1,BCC,1.0,0.30097087378640774,0.4626865671641791,31,31,103,0.7258377019474164,0.8652021967049426
ResNet18,single_BCC,L80_G30,0.8,0.3,1,BCC,1.0,0.30097087378640774,0.4626865671641791,31,31,103,0.6816698946617236,0.8407388916625063
MobileNetV3,single_BCC,L80_G30,0.8,0.3,1,BCC,0.967741935483871,0.2912621359223301,0.44776119402985076,31,31,103,0.6568389803447099,0.836744882675986
EfficientNetB0,single_BCC,L80_G30,0.8,0.3,1,BCC,1.0,0.30097087378640774,0.4626865671641791,31,31,103,0.6974311114844477,0.8527209186220669
ConvNeXtTiny,single_BCC,L80_G30,0.8,0.3,1,BCC,1.0,0.30097087378640774,0.4626865671641791,31,31,103,0.7258377019474164,0.8652021967049426
ResNet18,single_BCC,L80_G50,0.8,0.5,1,BCC,0.9230769230769231,0.46601941747572817,0.6193548387096774,52,52,103,0.7122948513217967,0.8482276585122317
MobileNetV3,single_BCC,L80_G50,0.8,0.5,1,BCC,0.9615384615384616,0.4854368932038835,0.6451612903225807,52,52,103,0.697713038164567,0.8462306540189716
EfficientNetB0,single_BCC,L80_G50,0.8,0.5,1,BCC,0.9615384615384616,0.4854368932038835,0.6451612903225807,52,52,103,0.738792680009876,0.8622066899650525
ConvNeXtTiny,single_BCC,L80_G50,0.8,0.5,1,BCC,0.9807692307692307,0.49514563106796117,0.6580645161290323,52,52,103,0.7642439312404943,0.8746879680479281
ResNet18,single_BCC,L30_G80,0.3,0.8,1,BCC,0.9666666666666667,0.2815533980582524,0.43609022556390975,30,82,103,0.6751719319907918,0.8392411382925612
MobileNetV3,single_BCC,L30_G80,0.3,0.8,1,BCC,0.9666666666666667,0.2815533980582524,0.43609022556390975,30,82,103,0.6581155095074976,0.836245631552671
EfficientNetB0,single_BCC,L30_G80,0.3,0.8,1,BCC,1.0,0.2912621359223301,0.4511278195488722,30,82,103,0.6968478071605464,0.8522216674987518
ConvNeXtTiny,single_BCC,L30_G80,0.3,0.8,1,BCC,1.0,0.2912621359223301,0.4511278195488722,30,82,103,0.7223935340461166,0.8647029455816275
ResNet18,single_BCC,L30_G50,0.3,0.5,1,BCC,0.9666666666666667,0.2815533980582524,0.43609022556390975,30,52,103,0.6751719319907918,0.8392411382925612
MobileNetV3,single_BCC,L30_G50,0.3,0.5,1,BCC,0.9666666666666667,0.2815533980582524,0.43609022556390975,30,52,103,0.6581155095074976,0.836245631552671
EfficientNetB0,single_BCC,L30_G50,0.3,0.5,1,BCC,1.0,0.2912621359223301,0.4511278195488722,30,52,103,0.6968478071605464,0.8522216674987518
ConvNeXtTiny,single_BCC,L30_G50,0.3,0.5,1,BCC,1.0,0.2912621359223301,0.4511278195488722,30,52,103,0.7223935340461166,0.8647029455816275
ResNet18,single_BKL,L20_G20,0.2,0.2,2,BKL,0.9090909090909091,0.18181818181818182,0.30303030303030304,44,44,220,0.6698546496801663,0.8207688467299051
MobileNetV3,single_BKL,L20_G20,0.2,0.2,2,BKL,0.9545454545454546,0.19090909090909092,0.3181818181818182,44,44,220,0.6812749194678307,0.8197703444832751
EfficientNetB0,single_BKL,L20_G20,0.2,0.2,2,BKL,0.9545454545454546,0.19090909090909092,0.3181818181818182,44,44,220,0.6823594793977799,0.8277583624563155
ConvNeXtTiny,single_BKL,L20_G20,0.2,0.2,2,BKL,1.0,0.2,0.33333333333333337,44,44,220,0.6914758918739441,0.8312531203195207
ResNet18,single_BKL,L30_G30,0.3,0.3,2,BKL,0.9090909090909091,0.2727272727272727,0.4195804195804196,66,66,220,0.6897849831868309,0.8297553669495756
MobileNetV3,single_BKL,L30_G30,0.3,0.3,2,BKL,0.9242424242424242,0.2772727272727273,0.42657342657342656,66,66,220,0.6997885159909025,0.8282576135796306
EfficientNetB0,single_BKL,L30_G30,0.3,0.3,2,BKL,0.9545454545454546,0.2863636363636364,0.4405594405594406,66,66,220,0.7024786819943446,0.8382426360459311
ConvNeXtTiny,single_BKL,L30_G30,0.3,0.3,2,BKL,0.9696969696969697,0.2909090909090909,0.44755244755244744,66,66,220,0.7166422917557925,0.8412381427858213
ResNet18,single_BKL,L50_G50,0.5,0.5,2,BKL,0.8727272727272727,0.43636363636363634,0.5818181818181818,110,110,220,0.7286316590377334,0.8462306540189716
MobileNetV3,single_BKL,L50_G50,0.5,0.5,2,BKL,0.8727272727272727,0.43636363636363634,0.5818181818181818,110,110,220,0.7238459063689059,0.8427358961557664
EfficientNetB0,single_BKL,L50_G50,0.5,0.5,2,BKL,0.9363636363636364,0.4681818181818182,0.6242424242424243,110,110,220,0.7379303191819444,0.8572141787319022
ConvNeXtTiny,single_BKL,L50_G50,0.5,0.5,2,BKL,0.9545454545454546,0.4772727272727273,0.6363636363636365,110,110,220,0.7544078138134145,0.8607089365951074
ResNet18,single_BKL,L80_G80,0.8,0.8,2,BKL,0.7657142857142857,0.6090909090909091,0.6784810126582278,175,176,220,0.7457527526566856,0.8567149276085871
MobileNetV3,single_BKL,L80_G80,0.8,0.8,2,BKL,0.7771428571428571,0.6181818181818182,0.6886075949367089,175,176,220,0.7457631940520268,0.853719420868697
EfficientNetB0,single_BKL,L80_G80,0.8,0.8,2,BKL,0.8228571428571428,0.6545454545454545,0.729113924050633,175,176,220,0.7634450892260103,0.871193210184723
ConvNeXtTiny,single_BKL,L80_G80,0.8,0.8,2,BKL,0.8857142857142857,0.7045454545454546,0.7848101265822784,175,176,220,0.7904342782698983,0.8796804792810784
ResNet18,single_BKL,L50_G30,0.5,0.3,2,BKL,0.9090909090909091,0.2727272727272727,0.4195804195804196,66,66,220,0.6893287180085167,0.8297553669495756
MobileNetV3,single_BKL,L50_G30,0.5,0.3,2,BKL,0.9393939393939394,0.2818181818181818,0.4335664335664336,66,66,220,0.6999595155643679,0.8292561158262606
EfficientNetB0,single_BKL,L50_G30,0.5,0.3,2,BKL,0.9696969696969697,0.2909090909090909,0.44755244755244744,66,66,220,0.7045940378946992,0.8387418871692461
ConvNeXtTiny,single_BKL,L50_G30,0.5,0.3,2,BKL,0.9848484848484849,0.29545454545454547,0.45454545454545464,66,66,220,0.7190879357283398,0.8417373939091363
ResNet18,single_BKL,L80_G30,0.8,0.3,2,BKL,0.9090909090909091,0.2727272727272727,0.4195804195804196,66,66,220,0.6893287180085167,0.8297553669495756
MobileNetV3,single_BKL,L80_G30,0.8,0.3,2,BKL,0.9393939393939394,0.2818181818181818,0.4335664335664336,66,66,220,0.6999595155643679,0.8292561158262606
EfficientNetB0,single_BKL,L80_G30,0.8,0.3,2,BKL,0.9696969696969697,0.2909090909090909,0.44755244755244744,66,66,220,0.7045940378946992,0.8387418871692461
ConvNeXtTiny,single_BKL,L80_G30,0.8,0.3,2,BKL,0.9848484848484849,0.29545454545454547,0.45454545454545464,66,66,220,0.7190879357283398,0.8417373939091363
ResNet18,single_BKL,L80_G50,0.8,0.5,2,BKL,0.8818181818181818,0.4409090909090909,0.5878787878787879,110,110,220,0.7285353940335216,0.8467299051422865
MobileNetV3,single_BKL,L80_G50,0.8,0.5,2,BKL,0.8818181818181818,0.4409090909090909,0.5878787878787879,110,110,220,0.7250867730630137,0.8437343984023964
EfficientNetB0,single_BKL,L80_G50,0.8,0.5,2,BKL,0.9272727272727272,0.4636363636363636,0.6181818181818182,110,110,220,0.7375801431663432,0.8562156764852721
ConvNeXtTiny,single_BKL,L80_G50,0.8,0.5,2,BKL,0.9545454545454546,0.4772727272727273,0.6363636363636365,110,110,220,0.7550629876751372,0.8607089365951074
ResNet18,single_BKL,L30_G80,0.3,0.8,2,BKL,0.9090909090909091,0.2727272727272727,0.4195804195804196,66,176,220,0.6897849831868309,0.8297553669495756
MobileNetV3,single_BKL,L30_G80,0.3,0.8,2,BKL,0.9242424242424242,0.2772727272727273,0.42657342657342656,66,176,220,0.6997885159909025,0.8282576135796306
EfficientNetB0,single_BKL,L30_G80,0.3,0.8,2,BKL,0.9545454545454546,0.2863636363636364,0.4405594405594406,66,176,220,0.7024786819943446,0.8382426360459311
ConvNeXtTiny,single_BKL,L30_G80,0.3,0.8,2,BKL,0.9696969696969697,0.2909090909090909,0.44755244755244744,66,176,220,0.7166422917557925,0.8412381427858213
ResNet18,single_BKL,L30_G50,0.3,0.5,2,BKL,0.9090909090909091,0.2727272727272727,0.4195804195804196,66,110,220,0.6897849831868309,0.8297553669495756
MobileNetV3,single_BKL,L30_G50,0.3,0.5,2,BKL,0.9242424242424242,0.2772727272727273,0.42657342657342656,66,110,220,0.6997885159909025,0.8282576135796306
EfficientNetB0,single_BKL,L30_G50,0.3,0.5,2,BKL,0.9545454545454546,0.2863636363636364,0.4405594405594406,66,110,220,0.7024786819943446,0.8382426360459311
ConvNeXtTiny,single_BKL,L30_G50,0.3,0.5,2,BKL,0.9696969696969697,0.2909090909090909,0.44755244755244744,66,110,220,0.7166422917557925,0.8412381427858213
ResNet18,single_DF,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.6932573633993127,0.854218671992012
MobileNetV3,single_DF,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.7103545345290918,0.853719420868697
EfficientNetB0,single_DF,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.7228018648078649,0.8706939590614079
ConvNeXtTiny,single_DF,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.7484506909920761,0.8811782326510235
ResNet18,single_DF,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.7180793214814296,0.855716425361957
MobileNetV3,single_DF,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.7357362561532149,0.8552171742386421
EfficientNetB0,single_DF,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.7481056754564033,0.872191712431353
ConvNeXtTiny,single_DF,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.7734366289790598,0.8826759860209685
ResNet18,single_DF,L50_G50,0.5,0.5,3,DF,1.0,0.4782608695652174,0.6470588235294118,11,12,23,0.744741255488323,0.8577134298552171
MobileNetV3,single_DF,L50_G50,0.5,0.5,3,DF,0.9090909090909091,0.43478260869565216,0.5882352941176471,11,12,23,0.7541028401797344,0.8562156764852721
EfficientNetB0,single_DF,L50_G50,0.5,0.5,3,DF,0.9090909090909091,0.43478260869565216,0.5882352941176471,11,12,23,0.7658387677526203,0.8731902146779831
ConvNeXtTiny,single_DF,L50_G50,0.5,0.5,3,DF,1.0,0.4782608695652174,0.6470588235294118,11,12,23,0.8005505718224732,0.8846729905142287
ResNet18,single_DF,L80_G80,0.8,0.8,3,DF,0.8333333333333334,0.6521739130434783,0.7317073170731708,18,18,23,0.7540916059525653,0.8587119321018473
MobileNetV3,single_DF,L80_G80,0.8,0.8,3,DF,0.7222222222222222,0.5652173913043478,0.6341463414634146,18,18,23,0.759442563104391,0.8567149276085871
EfficientNetB0,single_DF,L80_G80,0.8,0.8,3,DF,0.7777777777777778,0.6086956521739131,0.6829268292682927,18,18,23,0.7814726571869605,0.8746879680479281
ConvNeXtTiny,single_DF,L80_G80,0.8,0.8,3,DF,0.8333333333333334,0.6521739130434783,0.7317073170731708,18,18,23,0.8126905381388662,0.8856714927608587
ResNet18,single_DF,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.7180793214814296,0.855716425361957
MobileNetV3,single_DF,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.7357362561532149,0.8552171742386421
EfficientNetB0,single_DF,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.7481056754564033,0.872191712431353
ConvNeXtTiny,single_DF,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.7734366289790598,0.8826759860209685
ResNet18,single_DF,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.7180793214814296,0.855716425361957
MobileNetV3,single_DF,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.7357362561532149,0.8552171742386421
EfficientNetB0,single_DF,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.7479349405446059,0.872191712431353
ConvNeXtTiny,single_DF,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.7734366289790598,0.8826759860209685
ResNet18,single_DF,L80_G50,0.8,0.5,3,DF,0.9166666666666666,0.4782608695652174,0.6285714285714286,12,12,23,0.7423220659288914,0.8577134298552171
MobileNetV3,single_DF,L80_G50,0.8,0.5,3,DF,0.8333333333333334,0.43478260869565216,0.5714285714285714,12,12,23,0.7517505210222107,0.8562156764852721
EfficientNetB0,single_DF,L80_G50,0.8,0.5,3,DF,0.9166666666666666,0.4782608695652174,0.6285714285714286,12,12,23,0.7716507324023206,0.873689465801298
ConvNeXtTiny,single_DF,L80_G50,0.8,0.5,3,DF,1.0,0.5217391304347826,0.6857142857142856,12,12,23,0.806290461401935,0.8851722416375437
ResNet18,single_DF,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.7180793214814296,0.855716425361957
MobileNetV3,single_DF,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.7357362561532149,0.8552171742386421
EfficientNetB0,single_DF,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.7481056754564033,0.872191712431353
ConvNeXtTiny,single_DF,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.7734366289790598,0.8826759860209685
ResNet18,single_DF,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.7180793214814296,0.855716425361957
MobileNetV3,single_DF,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.7357362561532149,0.8552171742386421
EfficientNetB0,single_DF,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.7481056754564033,0.872191712431353
ConvNeXtTiny,single_DF,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.7734366289790598,0.8826759860209685
ResNet18,single_MEL,L20_G20,0.2,0.2,4,MEL,0.9777777777777777,0.19730941704035873,0.3283582089552239,45,45,223,0.6782272677084898,0.8337493759360959
MobileNetV3,single_MEL,L20_G20,0.2,0.2,4,MEL,0.9333333333333333,0.18834080717488788,0.31343283582089554,45,45,223,0.6690834139791556,0.8322516225661508
EfficientNetB0,single_MEL,L20_G20,0.2,0.2,4,MEL,1.0,0.20179372197309417,0.3358208955223881,45,45,223,0.7036988713901978,0.8452321517723415
ConvNeXtTiny,single_MEL,L20_G20,0.2,0.2,4,MEL,0.9555555555555556,0.19282511210762332,0.3208955223880597,45,45,223,0.7210814453808191,0.854218671992012
ResNet18,single_MEL,L30_G30,0.3,0.3,4,MEL,0.9104477611940298,0.273542600896861,0.42068965517241386,67,67,223,0.6960594126426276,0.8412381427858213
MobileNetV3,single_MEL,L30_G30,0.3,0.3,4,MEL,0.9253731343283582,0.27802690582959644,0.4275862068965518,67,67,223,0.6910983094174482,0.8422366450324513
EfficientNetB0,single_MEL,L30_G30,0.3,0.3,4,MEL,0.9402985074626866,0.2825112107623318,0.43448275862068964,67,67,223,0.7238822017726009,0.853220169745382
ConvNeXtTiny,single_MEL,L30_G30,0.3,0.3,4,MEL,0.8656716417910447,0.2600896860986547,0.39999999999999997,67,67,223,0.7395422654901449,0.8592111832251622
ResNet18,single_MEL,L50_G50,0.5,0.5,4,MEL,0.7927927927927928,0.39461883408071746,0.5269461077844312,111,112,223,0.7236888784295739,0.8507239141288068
MobileNetV3,single_MEL,L50_G50,0.5,0.5,4,MEL,0.8288288288288288,0.4125560538116592,0.5508982035928144,111,112,223,0.7112495037529161,0.8527209186220669
EfficientNetB0,single_MEL,L50_G50,0.5,0.5,4,MEL,0.918918918918919,0.45739910313901344,0.6107784431137725,111,112,223,0.7579434122896437,0.8716924613080379
ConvNeXtTiny,single_MEL,L50_G50,0.5,0.5,4,MEL,0.8108108108108109,0.40358744394618834,0.5389221556886228,111,112,223,0.7713767379017131,0.871193210184723
ResNet18,single_MEL,L80_G80,0.8,0.8,4,MEL,0.7134831460674157,0.5695067264573991,0.6334164588528678,178,178,223,0.7475156342932668,0.8577134298552171
MobileNetV3,single_MEL,L80_G80,0.8,0.8,4,MEL,0.7078651685393258,0.5650224215246636,0.6284289276807978,178,178,223,0.7287785079980426,0.8567149276085871
EfficientNetB0,single_MEL,L80_G80,0.8,0.8,4,MEL,0.7696629213483146,0.6143497757847534,0.683291770573566,178,178,223,0.7672431589594665,0.8756864702945582
ConvNeXtTiny,single_MEL,L80_G80,0.8,0.8,4,MEL,0.7471910112359551,0.5964125560538116,0.6633416458852869,178,178,223,0.8015647928646839,0.8831752371442836
ResNet18,single_MEL,L50_G30,0.5,0.3,4,MEL,0.9104477611940298,0.273542600896861,0.42068965517241386,67,67,223,0.697116169262126,0.8417373939091363
MobileNetV3,single_MEL,L50_G30,0.5,0.3,4,MEL,0.8955223880597015,0.26905829596412556,0.41379310344827586,67,67,223,0.687210320525988,0.8407388916625063
EfficientNetB0,single_MEL,L50_G30,0.5,0.3,4,MEL,0.9253731343283582,0.27802690582959644,0.4275862068965518,67,67,223,0.7212266325306393,0.8527209186220669
ConvNeXtTiny,single_MEL,L50_G30,0.5,0.3,4,MEL,0.8656716417910447,0.2600896860986547,0.39999999999999997,67,67,223,0.7366904536161559,0.8587119321018473
ResNet18,single_MEL,L80_G30,0.8,0.3,4,MEL,0.9104477611940298,0.273542600896861,0.42068965517241386,67,67,223,0.697116169262126,0.8417373939091363
MobileNetV3,single_MEL,L80_G30,0.8,0.3,4,MEL,0.8955223880597015,0.26905829596412556,0.41379310344827586,67,67,223,0.687210320525988,0.8407388916625063
EfficientNetB0,single_MEL,L80_G30,0.8,0.3,4,MEL,0.9253731343283582,0.27802690582959644,0.4275862068965518,67,67,223,0.7212266325306393,0.8527209186220669
ConvNeXtTiny,single_MEL,L80_G30,0.8,0.3,4,MEL,0.8656716417910447,0.2600896860986547,0.39999999999999997,67,67,223,0.7366904536161559,0.8587119321018473
ResNet18,single_MEL,L80_G50,0.8,0.5,4,MEL,0.7946428571428571,0.3991031390134529,0.5313432835820896,112,112,223,0.7237479119961969,0.8507239141288068
MobileNetV3,single_MEL,L80_G50,0.8,0.5,4,MEL,0.8125,0.4080717488789238,0.5432835820895522,112,112,223,0.7098217742164273,0.8512231652521218
EfficientNetB0,single_MEL,L80_G50,0.8,0.5,4,MEL,0.9196428571428571,0.4618834080717489,0.6149253731343284,112,112,223,0.7590932444649007,0.872191712431353
ConvNeXtTiny,single_MEL,L80_G50,0.8,0.5,4,MEL,0.8125,0.4080717488789238,0.5432835820895522,112,112,223,0.7744626547414901,0.871193210184723
ResNet18,single_MEL,L30_G80,0.3,0.8,4,MEL,0.9104477611940298,0.273542600896861,0.42068965517241386,67,178,223,0.6960594126426276,0.8412381427858213
MobileNetV3,single_MEL,L30_G80,0.3,0.8,4,MEL,0.9253731343283582,0.27802690582959644,0.4275862068965518,67,178,223,0.6910983094174482,0.8422366450324513
EfficientNetB0,single_MEL,L30_G80,0.3,0.8,4,MEL,0.9402985074626866,0.2825112107623318,0.43448275862068964,67,178,223,0.7238822017726009,0.853220169745382
ConvNeXtTiny,single_MEL,L30_G80,0.3,0.8,4,MEL,0.8656716417910447,0.2600896860986547,0.39999999999999997,67,178,223,0.7395422654901449,0.8592111832251622
ResNet18,single_MEL,L30_G50,0.3,0.5,4,MEL,0.9104477611940298,0.273542600896861,0.42068965517241386,67,112,223,0.6960594126426276,0.8412381427858213
MobileNetV3,single_MEL,L30_G50,0.3,0.5,4,MEL,0.9253731343283582,0.27802690582959644,0.4275862068965518,67,112,223,0.6910983094174482,0.8422366450324513
EfficientNetB0,single_MEL,L30_G50,0.3,0.5,4,MEL,0.9402985074626866,0.2825112107623318,0.43448275862068964,67,112,223,0.7238822017726009,0.853220169745382
