Epoch,Train_Acc,L_CE,L_Global,L_Local,L_KL,Lambda_Global,Lambda_Local,Global_Satisfied,Local_Satisfied,Limit_Class0,Hard_Class0,Soft_Class0,Limit_Class1,Hard_Class1,Soft_Class1,Limit_Class2,Hard_Class2,Soft_Class2,Limit_Class3,Hard_Class3,Soft_Class3,Limit_Class4,Hard_Class4,Soft_Class4,Limit_Class5,Hard_Class5,Soft_Class5,Limit_Class6,Hard_Class6,Soft_Class6,Limit_Class7,Hard_Class7,Soft_Class7,Limit_Class8,Hard_Class8,Soft_Class8,Limit_Class9,Hard_Class9,Soft_Class9,Group0_Hard_Class4,Group0_Soft_Class4,Group0_Limit_Class4,Group1_Hard_Class4,Group1_Soft_Class4,Group1_Limit_Class4
169,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
170,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
171,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
172,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
173,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
174,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
175,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
176,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
177,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
178,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
179,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
180,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
181,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
182,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
183,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
184,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
185,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
186,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
187,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
188,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
189,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
190,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
191,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
192,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
193,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
194,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
195,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
196,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
197,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
198,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
199,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
200,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
201,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
202,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
203,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
204,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
205,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
206,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
207,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
208,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
209,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
210,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
211,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
212,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
213,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
214,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
215,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
216,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
217,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
218,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
219,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
220,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
221,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
222,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
223,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
224,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
225,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
226,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
227,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
228,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
229,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
230,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
231,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
232,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
233,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
234,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
235,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
236,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
237,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
238,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
239,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
240,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
241,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
242,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
243,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
244,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
245,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
246,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
247,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
248,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
249,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
250,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
251,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
252,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
253,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
254,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
255,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
256,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
257,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
258,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
259,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
260,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
261,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
262,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
