alpha_kl,d_acc,d_f1c,d_f1u,d_flips,d_macro,d_pre_c,d_rec_c,data_dir,dataset,ds_cls_prev,ds_imbalance,ds_n_classes,ds_n_test,ds_n_train,lr,model,model_params,n_classes,ph_acc,ph_brier,ph_conf_gap,ph_ece,ph_f1c,ph_f1u,ph_f1u_std,ph_macro,ph_mean_entropy,ph_pct_high,ph_pre_c,ph_rec_c,ph_sup_c,ph_warmup_train_acc,pretrained,rho_target,sweep,tight,tight_pct,tr_flips,tr_macro,tr_sat_epoch,warmup_eps
0.0,0.060799999999999965,-0.06190000000000001,0.022442857142857098,-19.0,0.01200000000000001,-0.07500000000000001,-0.05259999999999998,data/tissuemnist_sigma30/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.3971,1.0678,0.0501,0.5,0.3368,0.34782857142857143,0.12184099373815876,0.3464,0.1276,0.7846,0.4083,0.2865,171.0,,True,100.0,contamination_tissuemnist,L70_G70,70,11.0,0.3584,58,50
0.0,0.0011999999999999789,0.0041999999999999815,0.004228571428571415,8.0,0.004200000000000037,-0.04560000000000003,0.023400000000000004,data/tissuemnist_sigma30/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4567,0.9587,0.063,0.4512,0.2707,0.36019999999999996,0.15403888191900492,0.349,0.1133,0.8146,0.3789,0.2105,171.0,,True,100.0,contamination_tissuemnist,L70_G70,70,8.0,0.3532,56,50
0.0,0.051700000000000024,-0.063,0.01600000000000007,-95.0,0.006099999999999994,-0.1372,-0.040900000000000006,data/tissuemnist_sigma30/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.3933,1.0678,0.0501,0.5,0.2432,0.3483,0.12210095354723015,0.3352,0.1276,0.7846,0.5294,0.1579,171.0,,True,100.0,contamination_tissuemnist,L30_G30,30,4.0,0.3413,67,50
0.0,0.007099999999999995,-0.017999999999999988,0.010371428571428476,-41.0,0.006899999999999962,-0.03920000000000001,-0.011700000000000002,data/tissuemnist_sigma30/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4562,0.9587,0.063,0.4512,0.2072,0.3619857142857143,0.15438803088851366,0.3426,0.1133,0.8146,0.451,0.1345,171.0,,True,100.0,contamination_tissuemnist,L30_G30,30,3.0,0.3495,65,50
0.0,0.0529,-0.09339999999999998,0.02131428571428573,-62.0,0.007000000000000006,-0.1395,-0.07019999999999998,data/tissuemnist_sigma30/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.3954,1.0678,0.0501,0.5,0.3035,0.34762857142857145,0.12197449047456853,0.3421,0.1276,0.7846,0.4535,0.2281,171.0,,True,100.0,contamination_tissuemnist,L50_G50,50,2.0,0.3491,62,50
0.0,0.00040000000000001146,-0.015600000000000003,-0.005971428571428572,2.0,-0.007199999999999984,-0.023300000000000043,-0.011699999999999988,data/tissuemnist_sigma30/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4579,0.9587,0.063,0.4512,0.2802,0.36042857142857143,0.1545832435410561,0.3504,0.1133,0.8146,0.4186,0.2105,171.0,,True,100.0,contamination_tissuemnist,L50_G50,50,11.0,0.3432,60,50
0.0,0.008499999999999952,0.014999999999999986,0.011783333333333312,-79.0,0.012199999999999989,0.044499999999999984,0.009000000000000008,data/dermmnist_sigma20/slice_1,dermmnist,0.113,58.0,7,2003,8012,0.0001,MobileNetV3,5400000,7,0.7319,0.4654,0.0726,0.2214,0.1716,0.48705,0.2253621733269953,0.442,0.0481,0.9241,0.5111,0.1031,223.0,,True,100.0,contamination_dermmnist,L20_G20,20,3.0,0.4542,69,50
0.0,0.0034999999999999476,0.0,-0.028483333333333416,-87.0,-0.024400000000000033,0.0,0.0,data/dermmnist_sigma20/slice_1,dermmnist,0.113,58.0,7,2003,8012,0.0001,MobileNetV3,5400000,7,0.7379,0.4491,0.0998,0.2077,0.1866,0.5316166666666667,0.22974753111960866,0.4823,0.0656,0.8967,0.5556,0.1121,223.0,,True,100.0,contamination_dermmnist,L20_G20,20,3.0,0.4579,66,50
0.0,0.0050000000000000044,0.03489999999999999,0.017616666666666725,2.0,0.020100000000000007,-0.01820000000000005,0.053800000000000014,data/dermmnist_sigma20/slice_1,dermmnist,0.113,58.0,7,2003,8012,0.0001,MobileNetV3,5400000,7,0.7424,0.4654,0.0726,0.2214,0.3714,0.48501666666666665,0.2321801126759616,0.4688,0.0481,0.9241,0.5118,0.2915,223.0,,True,100.0,contamination_dermmnist,L70_G70,70,2.0,0.4889,59,50
0.0,0.007000000000000006,0.015500000000000014,-0.007333333333333414,3.0,-0.0040000000000000036,-0.025000000000000022,0.03140000000000004,data/dermmnist_sigma20/slice_1,dermmnist,0.113,58.0,7,2003,8012,0.0001,MobileNetV3,5400000,7,0.7419,0.4491,0.0998,0.2077,0.3539,0.537,0.22968053175370928,0.5108,0.0656,0.8967,0.4737,0.2825,223.0,,True,100.0,contamination_dermmnist,L70_G70,70,5.0,0.5068,56,50
